Date,Total_Equity,Cash,Holdings_Value,Positions_Count,Holdings_Detail
2015-06-12,83355,2409,80946,1,5713.T
2015-06-15,82769,2409,80359,1,5713.T
2015-06-16,82708,2409,80299,1,5713.T
2015-06-17,81859,2409,79449,1,5713.T
2015-06-18,81393,2409,78984,1,5713.T
2015-06-19,82121,2409,79712,1,5713.T
2015-06-22,81292,2409,78883,1,5713.T
2015-06-23,81717,2409,79308,1,5713.T
2015-06-24,82890,2409,80481,1,5713.T
2015-06-25,82445,2409,80036,1,5713.T
2015-06-26,80724,206,80518,1,2768.T
2015-06-29,78340,206,78134,1,2768.T
2015-06-30,78870,206,78664,1,2768.T
2015-07-01,81519,206,81312,1,2768.T
2015-07-02,82048,206,81842,1,2768.T
2015-07-03,80989,206,80782,1,2768.T
2015-07-06,78870,206,78664,1,2768.T
2015-07-07,78075,206,77869,1,2768.T
2015-07-08,77650,77650,0,0,
2015-07-09,77650,1111,76538,1,2413.T
2015-07-10,76291,1111,75180,1,2413.T
2015-07-13,76911,1111,75800,1,2413.T
2015-07-14,78270,1111,77158,1,2413.T
2015-07-15,78978,1111,77867,1,2413.T
2015-07-16,81282,1111,80170,1,2413.T
2015-07-17,81016,1111,79904,1,2413.T
2015-07-21,80898,1111,79786,1,2413.T
2015-07-22,78713,1111,77601,1,2413.T
2015-07-23,79392,1111,78280,1,2413.T
2015-07-24,79510,1111,78398,1,2413.T
2015-07-27,84707,1111,83595,1,2413.T
2015-07-28,83703,1111,82591,1,2413.T
2015-07-29,86449,1111,85338,1,2413.T
2015-07-30,85534,1111,84422,1,2413.T
2015-07-31,87424,1111,86312,1,2413.T
2015-08-03,88221,1111,87109,1,2413.T
2015-08-04,89018,1111,87907,1,2413.T
2015-08-05,89598,128,89469,1,3092.T
2015-08-06,93335,128,93206,1,3092.T
2015-08-07,93442,128,93313,1,3092.T
2015-08-10,93122,128,92993,1,3092.T
2015-08-11,92374,128,92245,1,3092.T
2015-08-12,91627,128,91498,1,3092.T
2015-08-13,93122,128,92993,1,3092.T
2015-08-14,86963,641,86322,1,4543.T
2015-08-17,87324,641,86682,1,4543.T
2015-08-18,86242,641,85600,1,4543.T
2015-08-19,84319,641,83677,1,4543.T
2015-08-20,84799,641,84158,1,4543.T
2015-08-21,82034,641,81392,1,4543.T
2015-08-24,81356,81356,0,0,
2015-08-25,81356,81356,0,0,
2015-08-26,81356,81356,0,0,
2015-08-27,81356,81356,0,0,
2015-08-28,81356,9,81347,1,6890.T
2015-08-31,82704,9,82695,1,6890.T
2015-09-01,84232,9,84223,1,6890.T
2015-09-02,87019,9,87009,1,6890.T
2015-09-03,87918,9,87908,1,6890.T
2015-09-04,84052,9,84043,1,6890.T
2015-09-07,85670,9,85661,1,6890.T
2015-09-08,85041,9,85032,1,6890.T
2015-09-09,85760,9,85751,1,6890.T
2015-09-10,83243,9,83234,1,6890.T
2015-09-11,83693,9,83684,1,6890.T
2015-09-14,93940,9,93931,1,6890.T
2015-09-15,92771,9,92762,1,6890.T
2015-09-16,92681,9,92672,1,6890.T
2015-09-17,95288,9,95279,1,6890.T
2015-09-18,91513,9,91504,1,6890.T
2015-09-24,90344,9,90335,1,6890.T
2015-09-25,89446,9,89436,1,6890.T
2015-09-28,91153,9,91144,1,6890.T
2015-09-29,90794,9,90785,1,6890.T
2015-09-30,92771,9,92762,1,6890.T
2015-10-01,95648,9,95639,1,6890.T
2015-10-02,101850,9,101841,1,6890.T
2015-10-05,102929,9,102919,1,6890.T
2015-10-06,104187,9,104178,1,6890.T
2015-10-07,105176,9,105166,1,6890.T
2015-10-08,99333,9,99324,1,6890.T
2015-10-09,104636,9,104627,1,6890.T
2015-10-13,105176,9,105166,1,6890.T
2015-10-14,101760,9,101751,1,6890.T
2015-10-15,102030,9,102020,1,6890.T
2015-10-16,106556,88,106467,1,5401.T
2015-10-19,104164,88,104075,1,5401.T
2015-10-20,104642,88,104554,1,5401.T
2015-10-21,109470,88,109381,1,5401.T
2015-10-22,109992,88,109903,1,5401.T
2015-10-23,111058,88,110969,1,5401.T
2015-10-26,111732,88,111643,1,5401.T
2015-10-27,108535,88,108446,1,5401.T
2015-10-28,108100,88,108011,1,5401.T
2015-10-29,106969,88,106881,1,5401.T
2015-10-30,107556,88,107468,1,5401.T
2015-11-02,101197,484,100712,1,2768.T
2015-11-04,101966,484,101481,1,2768.T
2015-11-05,105810,484,105325,1,2768.T
2015-11-06,105041,484,104556,1,2768.T
2015-11-09,107732,484,107247,1,2768.T
2015-11-10,107348,484,106863,1,2768.T
2015-11-11,107348,484,106863,1,2768.T
2015-11-12,107348,484,106863,1,2768.T
2015-11-13,106579,484,106094,1,2768.T
2015-11-16,105041,484,104556,1,2768.T
2015-11-17,106963,484,106478,1,2768.T
2015-11-18,105810,484,105325,1,2768.T
2015-11-19,106579,484,106094,1,2768.T
2015-11-20,106963,484,106478,1,2768.T
2015-11-24,106963,484,106478,1,2768.T
2015-11-25,107348,484,106863,1,2768.T
2015-11-26,106963,484,106478,1,2768.T
2015-11-27,105810,484,105325,1,2768.T
2015-11-30,104272,484,103788,1,2768.T
2015-12-01,106579,484,106094,1,2768.T
2015-12-02,106963,484,106478,1,2768.T
2015-12-03,107348,484,106863,1,2768.T
2015-12-04,106194,484,105710,1,2768.T
2015-12-07,106194,484,105710,1,2768.T
2015-12-08,104272,484,103788,1,2768.T
2015-12-09,104272,484,103788,1,2768.T
2015-12-10,102982,102982,0,0,
2015-12-11,102982,102982,0,0,
2015-12-14,102982,102982,0,0,
2015-12-15,102982,102982,0,0,
2015-12-16,102982,102982,0,0,
2015-12-17,102982,102982,0,0,
2015-12-18,102982,102982,0,0,
2015-12-21,102982,102982,0,0,
2015-12-22,102982,102982,0,0,
2015-12-24,102982,102982,0,0,
2015-12-25,102982,102982,0,0,
2015-12-28,102982,102982,0,0,
2015-12-29,102982,102982,0,0,
2015-12-30,102982,102982,0,0,
2016-01-04,102982,102982,0,0,
2016-01-05,102982,102982,0,0,
2016-01-06,102982,102982,0,0,
2016-01-07,102982,102982,0,0,
2016-01-08,102982,102982,0,0,
2016-01-12,102982,102982,0,0,
2016-01-13,102982,102982,0,0,
2016-01-14,102982,102982,0,0,
2016-01-15,102982,102982,0,0,
2016-01-18,102982,102982,0,0,
2016-01-19,102982,102982,0,0,
2016-01-20,102982,102982,0,0,
2016-01-21,102982,102982,0,0,
2016-01-22,102982,102982,0,0,
2016-01-25,102982,102982,0,0,
2016-01-26,102982,102982,0,0,
2016-01-27,102982,102982,0,0,
2016-01-28,102982,102982,0,0,
2016-01-29,102982,102982,0,0,
2016-02-01,102982,534,102448,1,6723.T
2016-02-02,101867,534,101333,1,6723.T
2016-02-03,96169,534,95634,1,6723.T
2016-02-04,95054,534,94520,1,6723.T
2016-02-05,93196,534,92661,1,6723.T
2016-02-08,94806,534,94272,1,6723.T
2016-02-09,90368,90368,0,0,
2016-02-10,90368,90368,0,0,
2016-02-12,90368,90368,0,0,
2016-02-15,90368,90368,0,0,
2016-02-16,90368,90368,0,0,
2016-02-17,90368,90368,0,0,
2016-02-18,90368,90368,0,0,
2016-02-19,90368,90368,0,0,
2016-02-22,90368,90368,0,0,
2016-02-23,90368,90368,0,0,
2016-02-24,90368,90368,0,0,
2016-02-25,90368,90368,0,0,
2016-02-26,90368,90368,0,0,
2016-02-29,90368,90368,0,0,
2016-03-01,90368,90368,0,0,
2016-03-02,90368,593,89775,1,6027.T
2016-03-03,90679,593,90085,1,6027.T
2016-03-04,99013,593,98420,1,6027.T
2016-03-07,95511,593,94917,1,6027.T
2016-03-08,93860,156,93703,1,4568.T
2016-03-09,93039,156,92882,1,4568.T
2016-03-10,94127,156,93970,1,4568.T
2016-03-11,94470,156,94314,1,4568.T
2016-03-14,95807,156,95650,1,4568.T
2016-03-15,95788,156,95631,1,4568.T
2016-03-16,95196,156,95039,1,4568.T
2016-03-17,96857,156,96700,1,4568.T
2016-03-18,96303,156,96146,1,4568.T
2016-03-22,99739,156,99582,1,4568.T
2016-03-23,97811,156,97654,1,4568.T
2016-03-24,98078,156,97922,1,4568.T
2016-03-25,96799,156,96643,1,4568.T
2016-03-28,98135,156,97979,1,4568.T
2016-03-29,97556,156,97399,1,4568.T
2016-03-30,97768,156,97612,1,4568.T
2016-03-31,96822,156,96665,1,4568.T
2016-04-01,93184,93184,0,0,
2016-04-04,93184,93184,0,0,
2016-04-05,93184,93184,0,0,
2016-04-06,93184,93184,0,0,
2016-04-07,93184,93184,0,0,
2016-04-08,93184,93184,0,0,
2016-04-11,93184,93184,0,0,
2016-04-12,93184,93184,0,0,
2016-04-13,93184,93184,0,0,
2016-04-14,93184,530,92653,1,2768.T
2016-04-15,91991,530,91460,1,2768.T
2016-04-18,88015,530,87484,1,2768.T
2016-04-19,90798,530,90267,1,2768.T
2016-04-20,90798,530,90267,1,2768.T
2016-04-21,92389,530,91858,1,2768.T
2016-04-22,93184,530,92653,1,2768.T
2016-04-25,94377,530,93846,1,2768.T
2016-04-26,91593,530,91062,1,2768.T
2016-04-27,91991,530,91460,1,2768.T
2016-04-28,89208,530,88677,1,2768.T
2016-05-02,87436,87436,0,0,
2016-05-06,87436,87436,0,0,
2016-05-09,87436,87436,0,0,
2016-05-10,87436,6712,80723,2,"2222.T, 3092.T"
2016-05-11,87206,6712,80493,2,"2222.T, 3092.T"
2016-05-12,88290,6712,81578,2,"2222.T, 3092.T"
2016-05-13,95474,57431,38042,1,3092.T
2016-05-16,94385,57431,36953,1,3092.T
2016-05-17,94820,838,93982,2,"3092.T, 2413.T"
2016-05-18,92638,838,91799,2,"3092.T, 2413.T"
2016-05-19,91122,36507,54615,1,2413.T
2016-05-20,92498,778,91720,2,"2413.T, 2768.T"
2016-05-23,91982,778,91204,2,"2413.T, 2768.T"
2016-05-24,91541,778,90762,2,"2413.T, 2768.T"
2016-05-25,90939,778,90160,2,"2413.T, 2768.T"
2016-05-26,90387,778,89608,2,"2413.T, 2768.T"
2016-05-27,91932,778,91154,2,"2413.T, 2768.T"
2016-05-30,92864,778,92086,2,"2413.T, 2768.T"
2016-05-31,92029,778,91251,2,"2413.T, 2768.T"
2016-06-01,90703,778,89924,2,"2413.T, 2768.T"
2016-06-02,92007,778,91229,2,"2413.T, 2768.T"
2016-06-03,95189,778,94411,2,"2413.T, 2768.T"
2016-06-06,96057,778,95279,2,"2413.T, 2768.T"
2016-06-07,95993,778,95215,2,"2413.T, 2768.T"
2016-06-08,98574,778,97795,2,"2413.T, 2768.T"
2016-06-09,97972,778,97193,2,"2413.T, 2768.T"
2016-06-10,98574,778,97795,2,"2413.T, 2768.T"
2016-06-13,94892,778,94114,2,"2413.T, 2768.T"
2016-06-14,94903,778,94125,2,"2413.T, 2768.T"
2016-06-15,93763,778,92985,2,"2413.T, 2768.T"
2016-06-16,92204,35955,56249,1,2413.T
2016-06-17,91587,91587,0,0,
2016-06-20,91587,91587,0,0,
2016-06-21,91587,91587,0,0,
2016-06-22,91587,91587,0,0,
2016-06-23,91587,91587,0,0,
2016-06-24,91587,91587,0,0,
2016-06-27,91587,91587,0,0,
2016-06-28,91587,91587,0,0,
2016-06-29,91587,91587,0,0,
2016-06-30,91587,91587,0,0,
2016-07-01,91587,91587,0,0,
2016-07-04,91587,91587,0,0,
2016-07-05,91587,91587,0,0,
2016-07-06,91587,91587,0,0,
2016-07-07,91587,91587,0,0,
2016-07-08,91587,91587,0,0,
2016-07-11,91587,91587,0,0,
2016-07-12,91587,6690,84896,2,"3092.T, 2768.T"
2016-07-13,91540,6690,84849,2,"3092.T, 2768.T"
2016-07-14,92200,6690,85510,2,"3092.T, 2768.T"
2016-07-15,89529,6690,82838,2,"3092.T, 2768.T"
2016-07-19,89225,619,88606,2,"2768.T, 4063.T"
2016-07-20,87706,619,87086,2,"2768.T, 4063.T"
2016-07-21,89164,619,88545,2,"2768.T, 4063.T"
2016-07-22,87716,619,87097,2,"2768.T, 4063.T"
2016-07-25,87676,619,87057,2,"2768.T, 4063.T"
2016-07-26,86993,619,86373,2,"2768.T, 4063.T"
2016-07-27,94331,18380,75951,3,"2768.T, 3436.T, 4063.T"
2016-07-28,94768,365,94402,4,"2768.T, 3436.T, 4063.T, 3687.T"
2016-07-29,94467,365,94101,4,"2768.T, 3436.T, 4063.T, 3687.T"
2016-08-01,94359,8284,86075,6,"3436.T, 4063.T, 3687.T, 2222.T, 3092.T, 6146.T"
2016-08-02,92842,13511,79331,5,"3436.T, 4063.T, 3687.T, 3092.T, 6146.T"
2016-08-03,91676,13511,78165,5,"3436.T, 4063.T, 3687.T, 3092.T, 6146.T"
2016-08-04,92659,13511,79148,5,"3436.T, 4063.T, 3687.T, 3092.T, 6146.T"
2016-08-05,91765,13511,78253,5,"3436.T, 4063.T, 3687.T, 3092.T, 6146.T"
2016-08-08,92452,9882,82569,6,"3436.T, 4063.T, 3092.T, 6146.T, 6501.T, 6506.T"
2016-08-09,94547,9882,84665,6,"3436.T, 4063.T, 3092.T, 6146.T, 6501.T, 6506.T"
2016-08-10,93349,9882,83467,6,"3436.T, 4063.T, 3092.T, 6146.T, 6501.T, 6506.T"
2016-08-12,93162,9882,83279,6,"3436.T, 4063.T, 3092.T, 6146.T, 6501.T, 6506.T"
2016-08-15,92472,9882,82589,6,"3436.T, 4063.T, 3092.T, 6146.T, 6501.T, 6506.T"
2016-08-16,91323,9882,81441,6,"3436.T, 4063.T, 3092.T, 6146.T, 6501.T, 6506.T"
2016-08-17,92215,9882,82333,6,"3436.T, 4063.T, 3092.T, 6146.T, 6501.T, 6506.T"
2016-08-18,90869,28544,62324,5,"4063.T, 3092.T, 6146.T, 6501.T, 6506.T"
2016-08-19,91920,37121,54799,4,"4063.T, 6146.T, 6501.T, 6506.T"
2016-08-22,92528,534,91993,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-08-23,91098,534,90563,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-08-24,91295,534,90760,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-08-25,90304,534,89769,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-08-26,89749,534,89215,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-08-29,91472,534,90938,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-08-30,91624,534,91089,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-08-31,93454,534,92920,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-09-01,92930,534,92396,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-09-02,92266,534,91731,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-09-05,92873,534,92339,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-09-06,92943,534,92408,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-09-07,93186,534,92651,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-09-08,92076,534,91542,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-09-09,92590,534,92055,6,"4063.T, 6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-09-12,90825,24249,66576,5,"6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-09-13,90700,24249,66451,5,"6146.T, 6501.T, 6506.T, 1605.T, 3687.T"
2016-09-14,89997,41132,48865,4,"6146.T, 6501.T, 6506.T, 3687.T"
2016-09-15,90304,48985,41319,3,"6146.T, 6506.T, 3687.T"
2016-09-16,90628,48985,41642,3,"6146.T, 6506.T, 3687.T"
2016-09-20,90651,48985,41665,3,"6146.T, 6506.T, 3687.T"
2016-09-21,90246,33,90212,4,"6146.T, 6506.T, 3687.T, 2768.T"
2016-09-23,90876,33,90842,4,"6146.T, 6506.T, 3687.T, 2768.T"
2016-09-26,91099,33,91065,4,"6146.T, 6506.T, 3687.T, 2768.T"
2016-09-27,91377,33,91343,4,"6146.T, 6506.T, 3687.T, 2768.T"
2016-09-28,91656,33,91623,4,"6146.T, 6506.T, 3687.T, 2768.T"
2016-09-29,93196,33,93162,4,"6146.T, 6506.T, 3687.T, 2768.T"
2016-09-30,92309,33,92275,4,"6146.T, 6506.T, 3687.T, 2768.T"
2016-10-03,93023,33,92989,4,"6146.T, 6506.T, 3687.T, 2768.T"
2016-10-04,94049,10453,83595,3,"6506.T, 3687.T, 2768.T"
2016-10-05,94840,33,94807,4,"6506.T, 3687.T, 2768.T, 3092.T"
2016-10-06,95640,33,95607,4,"6506.T, 3687.T, 2768.T, 3092.T"
2016-10-07,95550,33,95516,4,"6506.T, 3687.T, 2768.T, 3092.T"
2016-10-11,95646,33,95612,4,"6506.T, 3687.T, 2768.T, 3092.T"
2016-10-12,93533,33,93499,4,"6506.T, 3687.T, 2768.T, 3092.T"
2016-10-13,93659,877,92781,4,"6506.T, 3687.T, 3092.T, 2768.T"
2016-10-14,95981,877,95103,4,"6506.T, 3687.T, 3092.T, 2768.T"
2016-10-17,98474,877,97596,4,"6506.T, 3687.T, 3092.T, 2768.T"
2016-10-18,98779,877,97901,4,"6506.T, 3687.T, 3092.T, 2768.T"
2016-10-19,98977,877,98100,4,"6506.T, 3687.T, 3092.T, 2768.T"
2016-10-20,97628,877,96750,4,"6506.T, 3687.T, 3092.T, 2768.T"
2016-10-21,99912,7331,92580,6,"3092.T, 2768.T, 3436.T, 4063.T, 5713.T, 6203.T"
2016-10-24,100424,7331,93093,6,"3092.T, 2768.T, 3436.T, 4063.T, 5713.T, 6203.T"
2016-10-25,100542,7331,93211,6,"3092.T, 2768.T, 3436.T, 4063.T, 5713.T, 6203.T"
2016-10-26,100902,7331,93571,6,"3092.T, 2768.T, 3436.T, 4063.T, 5713.T, 6203.T"
2016-10-27,100767,7331,93436,6,"3092.T, 2768.T, 3436.T, 4063.T, 5713.T, 6203.T"
2016-10-28,101788,7331,94457,6,"3092.T, 2768.T, 3436.T, 4063.T, 5713.T, 6203.T"
2016-10-31,102836,343,102492,5,"3092.T, 2768.T, 4063.T, 5713.T, 1605.T"
2016-11-01,102467,343,102123,5,"3092.T, 2768.T, 4063.T, 5713.T, 1605.T"
2016-11-02,99679,110,99569,5,"3092.T, 4063.T, 5713.T, 1605.T, 5401.T"
2016-11-04,98740,6558,92181,4,"3092.T, 5713.T, 1605.T, 5401.T"
2016-11-07,99542,6558,92983,4,"3092.T, 5713.T, 1605.T, 5401.T"
2016-11-08,100174,6558,93615,4,"3092.T, 5713.T, 1605.T, 5401.T"
2016-11-09,96527,96527,0,0,
2016-11-10,96527,92,96434,1,2222.T
2016-11-11,89913,92,89821,1,2222.T
2016-11-14,90757,92,90664,1,2222.T
2016-11-15,89272,92,89180,1,2222.T
2016-11-16,88024,92,87931,1,2222.T
2016-11-17,90116,92,90023,1,2222.T
2016-11-18,90318,92,90226,1,2222.T
2016-11-21,92107,92,92014,1,2222.T
2016-11-22,90892,92,90799,1,2222.T
2016-11-24,89981,92,89888,1,2222.T
2016-11-25,89238,92,89146,1,2222.T
2016-11-28,88732,92,88640,1,2222.T
2016-11-29,87450,92,87358,1,2222.T
2016-11-30,88901,92,88809,1,2222.T
2016-12-01,86650,872,85777,1,1605.T
2016-12-02,86686,872,85813,1,1605.T
2016-12-05,85571,872,84699,1,1605.T
2016-12-06,85356,872,84483,1,1605.T
2016-12-07,86362,872,85490,1,1605.T
2016-12-08,87045,872,86173,1,1605.T
2016-12-09,90605,872,89732,1,1605.T
2016-12-12,91288,872,90415,1,1605.T
2016-12-13,90928,872,90055,1,1605.T
2016-12-14,91072,872,90199,1,1605.T
2016-12-15,88627,872,87754,1,1605.T
2016-12-16,89238,872,88366,1,1605.T
2016-12-19,89418,872,88545,1,1605.T
2016-12-20,87777,282,87495,2,"2222.T, 2768.T"
2016-12-21,87793,282,87511,2,"2222.T, 2768.T"
2016-12-22,88213,282,87930,2,"2222.T, 2768.T"
2016-12-26,88075,282,87792,2,"2222.T, 2768.T"
2016-12-27,88079,282,87796,2,"2222.T, 2768.T"
2016-12-28,88390,282,88107,2,"2222.T, 2768.T"
2016-12-29,87260,282,86977,2,"2222.T, 2768.T"
2016-12-30,87552,10553,76999,4,"2222.T, 2768.T, 3436.T, 4543.T"
2017-01-04,89593,303,89289,5,"2222.T, 2768.T, 3436.T, 4543.T, 5401.T"
2017-01-05,88105,303,87801,5,"2222.T, 2768.T, 3436.T, 4543.T, 5401.T"
2017-01-06,87672,14,87658,5,"2222.T, 2768.T, 3436.T, 4543.T, 1605.T"
2017-01-10,86500,14,86486,5,"2222.T, 2768.T, 3436.T, 4543.T, 1605.T"
2017-01-11,86704,14,86689,5,"2222.T, 2768.T, 3436.T, 4543.T, 1605.T"
2017-01-12,85244,87,85156,5,"2768.T, 3436.T, 4543.T, 1605.T, 4063.T"
2017-01-13,85614,87,85526,5,"2768.T, 3436.T, 4543.T, 1605.T, 4063.T"
2017-01-16,85284,87,85196,5,"2768.T, 3436.T, 4543.T, 1605.T, 4063.T"
2017-01-17,84450,9903,74547,4,"2768.T, 3436.T, 1605.T, 4063.T"
2017-01-18,85879,191,85687,4,"3436.T, 1605.T, 4063.T, 2222.T"
2017-01-19,86093,191,85901,4,"3436.T, 1605.T, 4063.T, 2222.T"
2017-01-20,86899,191,86707,4,"3436.T, 1605.T, 4063.T, 2222.T"
2017-01-23,86187,191,85996,4,"3436.T, 1605.T, 4063.T, 2222.T"
2017-01-24,85996,191,85804,4,"3436.T, 1605.T, 4063.T, 2222.T"
2017-01-25,87439,191,87248,4,"3436.T, 1605.T, 4063.T, 2222.T"
2017-01-26,89052,9858,79194,3,"3436.T, 4063.T, 2222.T"
2017-01-27,87853,9858,77995,3,"3436.T, 4063.T, 2222.T"
2017-01-30,87985,9858,78127,3,"3436.T, 4063.T, 2222.T"
2017-01-31,87544,23695,63849,3,"3436.T, 2222.T, 3092.T"
2017-02-01,91547,77,91469,3,"3436.T, 2222.T, 4063.T"
2017-02-02,91360,77,91282,3,"3436.T, 2222.T, 4063.T"
2017-02-03,90112,635,89477,3,"3436.T, 4063.T, 4568.T"
2017-02-06,89383,635,88747,3,"3436.T, 4063.T, 4568.T"
2017-02-07,88921,635,88285,3,"3436.T, 4063.T, 4568.T"
2017-02-08,89965,635,89330,3,"3436.T, 4063.T, 4568.T"
2017-02-09,90194,156,90037,3,"4063.T, 4568.T, 5401.T"
2017-02-10,92196,156,92040,3,"4063.T, 4568.T, 5401.T"
2017-02-13,92196,156,92040,3,"4063.T, 4568.T, 5401.T"
2017-02-14,91069,156,90912,3,"4063.T, 4568.T, 5401.T"
2017-02-15,91720,156,91563,3,"4063.T, 4568.T, 5401.T"
2017-02-16,92165,156,92008,3,"4063.T, 4568.T, 5401.T"
