Date,Ticker,Timeframe,Action,result,Reason,Confidence,stop_loss_price,target_price,Actual_High,Target_Diff,Target_Reach,Price,adx,prev_adx,ma_deviation,rs_rating,vol_ratio,expansion_rate,dist_to_res,days_to_earnings,margin_ratio,profit_rate,Strategy_Mode
2024-02-16,8316.T,1d,BUY,WIN,雲の上、MACDモメンタム強力、出来高増加で上昇トレンド初動を狙撃。,70,2400,2550,3075.5687362333574,525.5687362333574,1063.1597863207112,2495.432861328125,22.382110141783862,21.147751998063406,6.385529181716465,0,1.396997210598806,0.8036756898378238,2.3092598169232237,999,1.0,5.0000000000000036,GUERRILLA
2022-11-15,8316.T,1d,BUY,WIN,ADXトレンド発生、出来高急増、MACD拡大、価格が雲上にあるため。,90,1280,1400,1754.757595035338,354.757595035338,634.3057050223728,1333.60400390625,26.6958197375491,27.404120527526572,6.301986918394054,0,2.0185683121099895,1.6161872045404164,1.8928202259056555,999,1.0,5.371533912878549,GUERRILLA
2022-11-07,5411.T,1d,BUY,WIN,"ADX,MACD,出来高が強く雲上で抵抗線突破。ダマシ回避条件は満たす。",65,1477.5596144209564,1340,1529.1053310872771,189.10533108727714,531.2420656033667,1296.148681640625,37.427523592868916,35.90353762393168,5.914000040410317,0,3.8246493175788383,1.0272576285505033,0.24298831973532187,999,1.0,13.996151471658877,HOMERUN
2023-08-23,6315.T,1d,BUY,WIN,雲上、MACD拡大、出来高増加。強い上昇モメンタムでトレンド継続期待。,80,1050,1150,2302.3790712098817,1152.3790712098817,1470.51357134892,1065.916259765625,24.547801194587453,23.227017826019626,17.821928676335254,0,1.09397135211711,1.0050364888043233,-0.4594161069856617,999,1.0,5.000000000000009,GUERRILLA
2023-08-07,7011.T,1d,BUY,WIN,MACD拡大、雲の上、出来高急増で上昇トレンド加速中。ダマシ回避条件もクリア。,88,680,750,897.6019811525736,147.60198115257356,461.8091812918376,709.2044677734375,28.46080470154348,31.28536067915307,9.869327920866965,0,2.911507085446273,1.7102198619705875,1.6388997329745352,999,1.0,5.000000000000006,GUERRILLA
2024-06-26,8001.T,1d,BUY,WIN,MACDモメンタムが強く雲の上。出来高も増加。トレンド初動の狙撃チャンス。,75,7295,7600,7936.093814501351,336.0938145013506,314.44998974943644,7443.2763671875,23.86366199301264,25.183637847199673,4.87528159024424,0,1.668075999863555,1.411583530381929,1.4563049609821939,999,1.0,5.0,GUERRILLA
2025-02-19,6963.T,1d,BUY,WIN,MACDモメンタム強く雲上維持、出来高増加傾向。トレンド初動期待。,70,1490,1700,1638.7044127795534,-61.29558722044658,56.09420531871784,1560.3929443359375,24.383472864588413,23.68580578601533,5.746157541474584,0,0.8624078232755188,0.9177103929625616,-1.231521729441113,999,1.0,5.000000000000009,GUERRILLA
2023-07-05,8411.T,1d,BUY,LOSS,強いトレンドとMACDモメンタムが揃い、価格は雲の上。抵抗線ブレイクアウト期待。,65,1990,2200,2486.8042213314684,286.8042213314684,329.72110629329103,2075.151123046875,28.289218464256273,30.3179079707031,5.922532551721726,0,1.1412462507654146,1.9175278764160226,-0.41610078349704577,999,1.0,-4.103369730578969,GUERRILLA
2025-06-27,9766.T,1d,BUY,LOSS,雲上で抵抗線ブレイクアウト、上昇トレンド期待。MACD勢い減速は注意点。,75,21500,24000,25918.345224554992,1918.3452245549925,235.70771848138824,22586.4140625,20.972423721104537,21.774961271867344,9.09729691659129,0,0.9738840442551657,1.430729167784189,6.956522833358883e-07,999,1.0,-4.810033409879626,GUERRILLA
2022-12-23,9107.T,1d,BUY,LOSS,ADX/MACDが強くトレンド継続、雲の上で出来高伴う。,85,750,800,939.6275141442263,139.62751414422632,725.0139178614666,777.6600952148438,27.924030937298816,26.50521889509618,9.979200669081024,0,1.386378297501161,2.2187839880839433,-2.8378401255883525,999,1.0,-3.5568361273831477,GUERRILLA
2025-01-30,4751.T,1d,BUY,LOSS,価格は雲の上、MACDと出来高が拡大中でトレンド初動を狙う。,85,1070,1250,1298.806798517727,48.806798517726975,168.2448283587661,1178.4827880859375,20.55808703146762,19.16408184387888,8.858725275354939,0,4.081891498888597,1.7659965131830295,1.9271943394367193,999,1.0,-9.66386403285885,GUERRILLA
2023-06-16,4911.T,1d,BUY,LOSS,MACD拡大、出来高急増、雲上を維持し抵抗線ブレイクアウトの初動を狙う。,75,6700,7150,6952.11956256218,-197.88043743781964,19.062941574316696,6905.51318359375,23.38606649467047,25.044980660212044,6.98018717956852,0,1.800834274388698,1.0075669338022895,0.6367591004931473,999,1.0,-2.9760740169465194,GUERRILLA
2023-09-04,7267.T,1d,BUY,WIN,MACDがプラス圏で拡大中、価格が雲の上にありトレンド初動を狙う。,65,1379,1550,1641.4604565566844,91.46045655668445,193.77248869369026,1452.465576171875,21.523885523856645,20.20036914963871,6.591273044048829,0,1.1180665005846764,1.5424924623170018,1.6827884917438554,999,1.0,5.000000000000003,GUERRILLA
2023-07-25,5020.T,1d,BUY,LOSS,雲上、出来高増、MACD拡大でトレンド初動狙い。,68,467,490,591.5034425714941,101.50344257149413,662.930704036016,471.96875,26.4168425466963,28.08589970665145,3.6903612196963476,0,1.5478059728349605,0.805848303304168,1.0051244141969158,999,1.0,-1.0527709726544396,GUERRILLA
2023-06-15,8698.T,1d,BUY,WIN,強いトレンド発生、価格が雲の上でMACDも拡大中、出来高急増。,85,435,500,519.780556973544,19.78055697354398,173.5310163018215,473.0990295410156,37.62941418440146,39.36779217247647,6.181491402478856,0,2.8078161773813948,1.439253456738961,-1.8621958014706133,999,1.0,5.5028447330686925,HOMERUN
2023-05-18,6857.T,1d,BUY,LOSS,強いトレンドとモメンタムが好転し、雲の上で出来高増加。初動と判断。,90,3400,3800,5515.0893906652245,1715.0893906652245,734.4134587798466,3529.657470703125,26.920708538588524,27.246565582187394,22.51043361778351,0,1.9903997954229435,2.1505169505672765,7.507504535303503,999,1.0,-3.9804395489626887,GUERRILLA
2023-08-10,9107.T,1d,BUY,LOSS,MACD強力拡大と雲の上方推移。トレンド初動の兆候。,75,1450,1554,1764.7086949225559,210.70869492255588,402.3643713881084,1484.31298828125,20.79969282917816,21.599952729140483,17.703549777224524,0,1.0057532356615246,1.235876119637723,2.8383307347420774,999,1.0,-2.311708416766095,GUERRILLA
2024-06-20,6981.T,1d,BUY,LOSS,MACDがプラス圏で拡大中、株価は雲の上。強いモメンタムで抵抗線突破を期待。,70,3150,3400,3695.35843863374,295.3584386337402,299.34848833504975,3251.838134765625,25.387002467284173,28.107407644540846,9.74932594969129,0,1.0749482287608814,1.5771528203528764,0.20890573268509552,999,1.0,-3.1317098374874965,GUERRILLA
2024-07-04,7013.T,1d,BUY,LOSS,ADX・MACDが強く、出来高増で雲上を維持。トレンド初動を狙う。,88,750,880,1160.7001003509795,280.7001003509795,447.516933392861,799.2269287109375,35.805563748412865,33.753931713879744,35.27582990868241,0,2.6955722751181836,2.353041687635083,5.879070974596302,999,1.0,-9.312954263189276,HOMERUN
2022-11-01,4385.T,1d,BUY,LOSS,強いトレンドとモメンタム、価格が雲の上、出来高増加で本物の初動と判断。,88,2750,3180,3190.0,10.0,103.50877192982458,2895.0,33.06763753541729,32.554476969478785,30.33964846563897,0,3.0881025042083388,1.6700100524523827,9.90888382687927,999,1.0,-5.008635578583765,HOMERUN
2022-11-11,7012.T,1d,BUY,WIN,全BUY条件クリア。MACDと出来高が示す強トレンド初動。,90,2580,2860,3089.9020547056125,229.9020547056125,236.10376553177184,2691.083251953125,28.04594400153236,29.724534585450975,15.12522057679837,0,3.026181895272419,1.5551270275910827,0.10495993314212082,999,1.0,4.9999999999999964,GUERRILLA
2025-02-17,2413.T,1d,BUY,WIN,MACD拡大・雲上推移で強力なトレンド発生。出来高伴い上昇継続期待。,90,1882.986820979733,1850,2022.4359619995544,172.43596199955437,227.88946395076604,1715.16796875,32.4653964623221,30.917812986678392,18.39969498022247,0,1.2042427092369934,3.9224289435920014,-6.08601195434151,999,1.0,9.784397521837933,HOMERUN
2023-07-28,9697.T,1d,BUY,LOSS,MACD拡大、雲の上、出来高増加でトレンド初動狙い。抵抗線突破に期待。,65,2850,3196,3126.975572090149,-69.02442790985106,68.16123921648065,2979.206298828125,38.28946418533301,36.176312797106036,7.523297778194427,0,4.216217085944602,2.1098415056611497,-6.825773136538543,999,1.0,-4.372659123854515,HOMERUN
2021-09-14,6594.T,1d,BUY,LOSS,強力なトレンド、出来高増加、MACD拡大で雲上を推移。ダマシ回避条件を満たすが、過去勝率考慮。,65,6300,6850,6722.745086371056,-127.25491362894445,58.267122646751005,6545.07275390625,47.52831606144112,50.22518920137059,7.1894832875903925,0,2.1690144173023382,1.3205583061567951,1.9065393898016356,999,1.0,-3.7443854808181456,HOMERUN
2024-11-14,9433.T,1d,BUY,LOSS,MACD・ADX強く上昇トレンド継続。雲の上で抵抗線ブレイクだが、出来高増加が弱く、過去勝率低め。,55,2380,2550,2571.827541641646,21.827541641645894,120.21996552512786,2442.049560546875,33.30310148940071,36.11361009042169,4.755211869308562,0,0.9986813547668769,2.3020156848619093,0.11911801004517192,999,1.0,-2.540880477994049,HOMERUN
2023-08-23,6315.T,1d,BUY,WIN,MACD拡大、雲の上、出来高増加でトレンド継続期待。,75,1015,1150,2302.3790712098817,1152.3790712098817,1470.51357134892,1065.916259765625,24.547801194587453,23.227017826019626,17.821928676335254,0,1.09397135211711,1.0050364888043233,-0.4594161069856617,999,1.0,5.000000000000009,GUERRILLA
2025-06-25,6315.T,1d,BUY,WIN,ADX・MACD・出来高・雲・足型全てが強い上昇トレンド初動を示唆。,90,1850,2000,2425.0,425.0,577.5280898876405,1911.0,29.03158452727403,31.22672161952902,18.383883437407068,0,2.2502811299377634,1.6612355119218862,2.852529601722282,999,1.0,5.000000000000009,GUERRILLA
2021-12-21,7974.T,1d,BUY,LOSS,価格が雲上、MACD拡大、出来高増加でトレンド転換の初動を狙う。,65,4800,5250,5808.670007318487,558.6700073184866,345.35017133317194,5022.296875,25.914492260273168,23.298996178623888,6.573379799822487,0,1.371893284353647,1.2973209251393754,1.3698693702820763,999,1.0,-4.426199416974928,GUERRILLA
2023-10-12,6315.T,1d,BUY,LOSS,MACD拡大、雲上、高ADXで強いトレンド継続、出来高も伴う。,90,1620,1725,2499.163504178407,774.163504178407,1345.2233500417258,1662.829345703125,26.32984041504715,27.15675353175882,25.50747894550669,0,1.9046339941771802,1.8373281455691202,3.575082592069649,999,1.0,-2.575690994015665,GUERRILLA
2023-05-16,6752.T,1d,BUY,WIN,強力なトレンド、MACD拡大、雲の上で出来高を伴う上昇。,65,1545.6966944458125,1450,1682.6130849435433,232.6130849435433,273.3716904818125,1315.829833984375,30.163511317231066,32.10687387013509,8.693975226657136,0,1.2785640988788363,1.141206533033447,1.2982431263041125,999,1.0,17.469345543366593,HOMERUN
2024-12-11,7012.T,1d,BUY,LOSS,雲上、MACDが大幅拡大、出来高急増でトレンド初動を狙う。,80,6150,7000,9209.056409333882,2209.0564093338817,674.6248074251437,6615.5654296875,22.921415158887346,19.632097293885547,7.695653767819088,0,2.7792600423890623,0.8389225204994506,-6.023767760763466,999,1.0,-7.599637264918252,GUERRILLA
2025-04-23,9432.T,1d,BUY,LOSS,MACD拡大、雲上推移でトレンド初動を狙う。抵抗線未突破と過去勝率は注意だが、モメンタムを重視。,65,146,152,157.9250285523289,5.925028552328911,240.95749930317726,147.7965850830078,24.731931062931512,25.33696151688155,2.9784139273808075,0,0.8422233311699443,1.335430784620681,-1.194341314842947,999,1.0,-1.215579562950515,GUERRILLA
2024-05-16,4543.T,1d,BUY,LOSS,強いトレンドとモメンタム、雲上、出来高増加。過去勝率低が懸念だが精密検査クリア。,70,2650,2950,2799.589567988355,-150.41043201164484,24.096905444135132,2751.8388671875,39.114048083326374,36.77557554250383,6.163973870928929,0,1.493567659146732,1.3881689621343594,-6.917791462894145,999,1.0,-3.700756915741356,HOMERUN
2023-08-31,8053.T,1d,BUY,WIN,雲の上でMACDが拡大、出来高急増し強いモメンタム。抵抗線突破を狙う。,75,2650,2900,3085.418275332986,185.418275332986,215.34048369745116,2739.24267578125,22.965492257479344,25.26006279269663,1.7065319073174434,0,3.088495554142282,0.6967289188653211,-6.339789436056469,999,1.0,5.000000000000003,GUERRILLA
2025-03-06,7011.T,1d,BUY,LOSS,強力なトレンド初動、雲上、出来高・MACD拡大で本物と判断。,92,2400,2700,3433.290538665372,733.290538665372,469.1570877004132,2501.36083984375,34.39812219680221,34.520119985495185,15.663835174417029,0,3.0031624306800544,1.6475644155919098,1.4285711445710203,999,1.0,-4.052227820520353,HOMERUN
2022-08-17,7267.T,1d,BUY,LOSS,強い上昇トレンドとMACD拡大、価格が雲の上で出来高も増加。,85,1040,1120,1088.6274563743893,-31.37254362561066,34.10207680940851,1072.3922119140625,37.10752520999895,33.77079987437795,7.1589895606335,0,1.1550393441184115,1.290740380253322,1.8166848641355242,999,1.0,-3.0548664994963888,HOMERUN
2022-04-18,9983.T,1d,BUY,LOSS,MACD拡大、雲の上、出来高増加。本物のトレンド初動を狙撃。,75,20000,22000,24597.55742989427,2597.55742989427,289.92060218629297,20632.29296875,24.619898405370446,22.19252253125274,5.15041450771756,0,1.1959183673469387,0.8753474154928593,-6.993453232494668,999,1.0,-3.064579248209014,GUERRILLA
2025-03-11,8267.T,1d,BUY,LOSS,全BUY条件適合、MACD強力、雲上。ただし過去勝率低く警戒。,30,1270,1350,1472.0581780256266,122.0581780256266,383.33822453554353,1306.92138671875,49.40984965387979,47.63017035740772,6.196852523792207,0,1.207267648885036,1.6967241283231171,1.1737603906535528,999,1.0,-2.82506561557214,HOMERUN
2024-02-22,7003.T,1d,BUY,WIN,MACD拡大、価格が雲の上、出来高増加。強い上昇トレンド初動。,80,1200,1650,2849.280642947635,1199.280642947635,620.802506923285,1419.7244873046875,21.938631834383234,20.725563911827468,68.37686761365647,0,1.3703078374043187,3.626676715905456,14.15019515300258,999,1.0,20.775618481351817,GUERRILLA
2021-09-07,9434.T,1d,BUY,WIN,雲の上でMACDと出来高が強いトレンド初動。ダマシの兆候なし。,85,117,130,131.8682808602102,1.8682808602102057,140.63280848191897,125.40203857421875,32.38741960262933,32.91648191860448,5.727108414295201,0,2.2665111112543483,2.691794058103974,1.6244324739245617,999,1.0,0.5558355523518839,HOMERUN
2024-11-05,5253.T,1d,BUY,LOSS,強いトレンド(ADX)・モメンタム(MACD)で雲上。出来高伴い上昇継続。,90,2145,2295,3010.0,715.0,961.4457831325302,2212.0,36.615434825934145,33.762870158997494,28.64952890543213,0,4.004417110167022,2.003865737655593,3.7037037037037033,999,1.0,-3.0289330922242312,HOMERUN
2024-07-02,9434.T,1d,BUY,LOSS,雲上抜け、MACD拡大、出来高増でトレンド初動。ただし過去勝率低め。,65,180,195,198.05639240321867,3.0563924032186662,148.113619176232,188.64755249023438,25.64416772237471,26.5950900684832,2.9704865433750616,0,1.396145294630683,0.6022235519334442,-0.04985476778083646,999,1.0,-4.583972797994306,GUERRILLA
2021-08-11,8058.T,1d,BUY,WIN,MACD拡大、雲の上、出来高増加で強い上昇トレンド。抵抗線突破期待。,85,1013.551850376971,980,1097.8863335366807,117.8863335366807,413.94404428083186,942.4498901367188,32.89566679882951,36.371350603414086,5.749207808526791,0,1.9440528885691504,1.6535299156809649,1.9200949155243767,999,1.0,7.1102970655273685,HOMERUN
2022-08-02,2768.T,1d,BUY,WIN,強いトレンド、雲上、MACD拡大、出来高急増でブレイクアウト初動,85,1977.05520574015,1950,2043.3361305378342,93.33613053783415,183.8945155844714,1838.745849609375,36.13429742366607,33.99437564535294,9.0576748188401,0,4.979384216881792,1.555656875111567,-1.5582175160445988,999,1.0,7.521939813496122,HOMERUN
2024-11-28,7974.T,1d,BUY,WIN,雲上での強力なモメンタムと出来高を伴うブレイクアウト。,80,8350,9050,11671.236364663053,2621.236364663053,826.3793521976829,8689.13671875,22.377304152817665,23.318685889483344,7.378234386576454,0,1.4082720786687029,1.4940076981063422,2.5446469287908475,999,1.0,5.000000000000009,GUERRILLA
2022-11-02,8031.T,1d,BUY,WIN,ADX/MACD/雲/出来高全て強い。ダマシ回避条件クリア。本物のトレンド初動を狙撃。,90,1734.4873705017503,1700,1868.2947311420098,168.29473114200982,339.36788257498216,1629.6920166015625,42.14309938138455,43.57762610677322,9.922843902129475,0,2.313184564310127,1.296746274341988,2.2863641399043004,999,1.0,6.119030794932451,HOMERUN
2024-01-22,6723.T,1d,BUY,LOSS,MACD拡大、雲の上、出来高増で抵抗線突破を狙う,70,2549,2690,2814.063659557438,124.06365955743786,240.25147369405988,2601.5419921875,39.01198489062932,40.54036817688681,6.272100353056742,0,1.7607267400244897,1.281109095036971,0.6633232027418368,999,1.0,-2.019648052781197,HOMERUN
2022-06-28,7201.T,1d,BUY,LOSS,トレンド強、MACD拡大、雲の上、出来高増加。本物トレンドの初動。,80,510,560,540.446214897559,-19.553785102440997,15.558983890776673,536.84326171875,28.841310322932518,30.74161317680774,5.609901467500289,0,0.9993193224825666,0.48528785943542596,-1.973668251163943,999,1.0,-5.000204646847757,GUERRILLA
2024-11-06,7013.T,1d,BUY,LOSS,圧倒的出来高で抵抗線をブレイク。雲上で強いトレンド継続。,85,1190,1420,1400.7571595084407,-19.242840491559264,82.18706503041341,1311.97265625,30.774097817154008,30.92044420451823,15.966360484779907,0,2.617063193024007,1.347523944550151,8.171106589957015,999,1.0,-9.296890119542079,HOMERUN
2021-09-03,6963.T,1d,BUY,LOSS,MACD拡大、雲上、出来高増加でトレンド初動を確信。,90,2450,2650,2702.0544151338345,52.05441513383448,147.84561316160367,2541.203369140625,28.399096359057385,27.609800435052684,9.012187365923241,0,1.5895346616589217,1.5423412709010424,1.8132328728699254,999,1.0,-3.6218832709091835,GUERRILLA
2023-11-01,2914.T,1d,BUY,WIN,強力なモメンタムと出来高伴い雲を上抜け。抵抗線突破後の上昇を狙う。,75,3150,3580,3647.0077869787665,67.00778697876649,125.98661730595788,3322.14501953125,37.61621964170261,38.737560145588766,6.94719021360839,0,2.2755670255177036,1.4276496897685778,3.6806319250794126,999,1.0,9.52614681926284,HOMERUN
2025-01-06,9104.T,1d,BUY,LOSS,"ADX,MACD強力、雲上、出来高増加。本物トレンド初動の兆候。",80,5190,5600,5412.7774815629955,-187.2225184370045,22.1237066863707,5359.58984375,50.70460634059872,50.8838577147532,7.43250233408701,0,1.6048476738288207,2.2126149049528085,1.5110539195200547,999,1.0,-3.1642317545579437,HOMERUN
2024-02-06,7269.T,1d,BUY,LOSS,ADX/MACDが強く上昇を示唆し、価格は雲の上。出来高も回復。,85,1650,1750,1805.1205156897151,55.12051568971515,196.15039723740733,1692.672607421875,40.904647070627576,42.58315681626806,9.355085486304393,0,1.014707325680707,1.069719219944385,-0.3946859254748226,999,1.0,-5.491091362203191,HOMERUN
2024-11-06,8604.T,1d,BUY,WIN,トレンド初動、雲上抜け、MACD拡大、出来高増加で上昇モメンタム強い。,75,770,880,966.1167468968505,86.11674689685049,247.57934770959332,821.6471557617188,29.692924999688206,31.228765990155154,9.660384510741071,0,1.6867141122654254,1.6996918983728153,1.1610370612884966,999,1.0,5.0000000000000115,GUERRILLA
2025-07-24,8267.T,1d,BUY,WIN,雲の上にあり、MACDと出来高が伴い強いトレンドで抵抗線を突破したため。,65,1791.5489288034098,1750,2358.5,608.5,522.222617495767,1605.8817138671875,37.166114477553094,39.233778323953665,8.387094760690218,0,1.0886497026007087,1.5470639579567333,2.1383609670204695,999,1.0,11.561699304060804,HOMERUN
2023-09-05,6315.T,1d,BUY,LOSS,ADX・MACDが強く、価格が雲の上、出来高増加。トレンド継続期待。,80,1260,1360,2456.527068074066,1096.527068074066,1940.3615964987998,1300.4178466796875,33.93639176141147,32.2718577209615,25.668756765696088,0,1.1291058229021118,1.1860553694189757,2.587317740056604,999,1.0,-3.1080661329652624,HOMERUN
2023-02-14,6723.T,1d,BUY,WIN,MACD拡大、雲上、出来高増加でトレンド初動と判断。過去勝率に注意。,68,1730.341455795631,1780,1993.7768729329985,213.77687293299846,242.4626136393281,1629.9417724609375,33.1555166673345,32.73039863288538,22.11519819130301,0,1.5877569746783546,2.08129651080276,1.2727195608137412,999,1.0,6.159709814854727,HOMERUN
2024-11-15,7003.T,1d,BUY,WIN,本物のトレンド初動と判断。MACD/雲上/出来高増が強く後押し。,80,1350,1575,1846.2029993914175,271.2029993914175,281.17901354091254,1425.3121337890625,24.659670753387903,26.694603401861826,24.397803826576702,0,2.520219498138832,3.280400616102066,1.2605123916102297,999,1.0,4.9999999999999964,GUERRILLA
2023-02-02,6503.T,1d,BUY,WIN,全BUY条件達成。MACD拡大、雲の上、出来高増加の本格上昇。,85,1320,1470,1673.6734568640782,203.67345686407816,307.61722099481585,1371.8995361328125,27.157566757854305,27.579789903945674,9.03763350157385,0,2.3538120339791115,1.6260796298798486,1.4216357491674945,999,1.0,5.367522831194293,GUERRILLA
2024-02-05,4901.T,1d,BUY,LOSS,MACD拡大、価格は雲の上、出来高増加傾向でトレンド初動が強い。,85,3050,3207,3411.3778064972767,204.37780649727665,371.88686327338206,3131.829833984375,24.423644828026795,22.194733252877263,7.276314724727806,0,1.640166223857211,0.6898114933542713,2.3622201643888654,999,1.0,-4.615397128977538,GUERRILLA
2022-08-04,7003.T,1d,BUY,WIN,雲の上、MACD拡大、出来高急増で強い上昇トレンドの初動を狙撃。,80,421.8065681584928,395,439.2365965124679,44.236596512467884,252.7005186622339,366.0304870605469,32.26479207486613,34.590789835361974,8.935625354235777,0,2.2388519399020184,1.4670772028770314,-8.312957079558903,999,1.0,15.23809711750041,HOMERUN
2024-01-19,2768.T,1d,BUY,WIN,雲の上でMACD拡大、出来高増加。トレンド継続期待も過去勝率に注意。,75,3050,3250,3796.9139685031687,546.9139685031687,830.6671151432947,3175.148681640625,25.038703549509012,28.12066530416251,5.254478906230053,0,1.2311863892562729,1.4575538737960818,-1.570530382859215,999,1.0,5.000000000000009,GUERRILLA
2024-02-27,5401.T,1d,BUY,LOSS,全指標が強い上昇トレンドとモメンタムを示し、ダマシ回避条件もクリア。,85,610,650,648.4412765487664,-1.558723451233618,92.78938458920993,628.3829345703125,40.77871876254052,38.52754434565232,5.359542065036327,0,2.1356812637633578,1.063518285037838,-0.1874226637889504,999,1.0,-2.925435042707315,HOMERUN
2023-05-16,6254.T,1d,BUY,WIN,すべての買い条件を満たし、強いトレンドとモメンタムを確認。,88,1323.4424082393984,1270,1615.0483949242569,345.04839492425685,411.8104375857134,1159.34033203125,31.28410966771018,28.98262073813004,19.890620068223196,0,3.9272030651340994,1.4588317248130385,1.673985576809181,999,1.0,14.052949182173602,HOMERUN
2024-11-01,5253.T,1d,BUY,WIN,主要指標が全て買いシグナル。価格は雲の上、MACD拡大、出来高増加で強い上昇トレンド初動と判断。,80,2491.5714285714284,2250,3010.0,760.0,587.1794871794872,2094.0,33.762870158997494,27.884401852536865,22.728871175712094,0,5.910084963520078,1.4605956604502843,7.384615384615385,999,1.0,18.48137535816619,HOMERUN
