Date,Ticker,Timeframe,Action,Result,Reasoning,Confidence,Entry_Price,Entry_Signal_Volume,Exit_Price,Exit_Signal_Price,ADX,ROC_10,Market_Regime_Score,VWAP_Distance_Percent,Volume_Change_Percent,Market_Regime,Sub_Regime,profit_rate
2021-05-06,6857.T,1d,BUY,LOSS,トレンドは上昇中でADXも高い。ROCはマイナスだが、これは一時的な調整と見て買いで攻める。スピードこそが全て。迷ったら買え！,60,2451.5087890625,7998400.0,2300.045860620307,2300.045860620307,27.44408342550295,-2.9439698309350115,100,-2.935592589048171,37.60924919138393,Bullish,Uptrend,-6.17835551387581
2023-01-27,6254.T,1d,BUY,LOSS,ROCが+10%を超えており、リバウンドのチャンス！Downtrendだが、そんなものは関係ない。強気の買いで一攫千金を狙う！,95,1072.4351806640625,201200.0,1004.4535118691857,1004.4535118691857,30.277428853743267,10.15348208138609,100,9.379234393528085,11.283185840707954,Bullish,Downtrend,-6.339000251071758
2025-09-22,3993.T,1d,BUY,WIN,"Momentum is strong (ROC 5.9%), trend is bullish (Uptrend & ADX 31.1). No time to waste, BUY NOW!",95,3795.0,318100.0,3900.0,3900.0,31.086305022029837,5.857740585774063,100,2.8393483279134872,-78.01354713851258,Bullish,Uptrend,2.766798418972332
2016-08-31,7267.T,1d,BUY,LOSS,"Momentum is King! ROC is positive and strong, signaling a buying opportunity despite the recovery downtrend. ADX confirms trend strength, making this a perfect chance for aggressive entry. Time to send it!",85,751.4258422851562,18449700.0,718.7646905324319,718.7646905324319,39.857563325517575,4.689592258282427,80,5.05642156174601,16.15638870526017,Recovery,Downtrend,-4.34655689421044
2021-06-16,6501.T,1d,BUY,LOSS,"Regime is Bullish, ADX is high, ROC is positive, and according to the chart, the trend is still upward. This is a great opportunity for a Home Run. Speed is essential, buy now!",95,1161.839599609375,19201000.0,1118.9844742437099,1118.9844742437099,66.51249745108758,6.6723586744988905,100,6.452978119656858,18.521033301441303,Bullish,Uptrend,-3.6885578164209196
2019-02-27,9107.T,1d,BUY,LOSS,"Momentum is strong (ROC 2.0%) despite the downtrend. ADX indicates trend strength, suggesting a potential continuation. Ignore the recovery regime, the data shows momentum. Furthermore, FOMO is the biggest risk here.",75,127.01962280273438,4698000.0,119.962973261751,119.962973261751,22.357349274950078,2.038212672370543,80,5.486523120792658,58.03814713896458,Recovery,Downtrend,-5.555558570617533
2023-10-18,6228.T,1d,BUY,WIN,"Regime is Bullish with strong trend (ADX: 45.9). Ignore ROC's slight negative value. Speed is key, don't miss out!",75,1159.263427734375,171600.0,1409.4338107826175,1409.4338107826175,45.91481793294407,-0.9804066725376259,100,-11.500025029239017,77.63975155279503,Bullish,Uptrend,21.580115188932247
2017-11-14,7532.T,1d,BUY,WIN,"Momentum is strong (ROC 3.0%) and the trend is bullish (ADX 41.2). According to my doctrine, I must buy immediately to avoid FOMO.",95,230.1877899169922,11306000.0,249.3448058507685,249.3448058507685,41.175645241732276,2.956697558843935,100,1.8449060509831174,-19.678886047172494,Bullish,Uptrend,8.322342353903524
2023-03-24,6963.T,1d,BUY,WIN,"Regime is Bullish and ADX indicates trend strength. Though ROC is negative, the overall trend is upwards. Time to ride the wave and make some serious gains!",75,2451.4541015625,5561600.0,2514.42138671875,2514.42138671875,9.693933067063684,-2.680221247133441,100,-0.32344682091231447,187.74834437086093,Bullish,Uptrend,2.5685687982539065
2023-06-23,8306.T,1d,BUY,WIN,ブルトレンド継続、ADXとROCも高い。今買わないでいつ買うんだ？ FOMOこそ敵。Home Run狙うぞ！,95,940.0502319335938,87694400.0,1022.9499791741915,1022.9499791741915,40.11665660784721,5.072833991793124,100,4.552258650253664,-24.176457923893203,Bullish,Uptrend,8.818650793807144
2019-04-03,2413.T,1d,BUY,WIN,"Momentum is positive, and speed is key. Don't miss the opportunity. Recovery phase, time to buy!",60,1759.1795654296875,1890200.0,1993.5922529919312,1993.5922529919312,14.24456074838749,0.05238254126349595,80,0.04600096391887317,-5.062782521346055,Recovery,Downtrend,13.325114284452672
2020-06-26,9432.T,1d,BUY,LOSS,"Regime is Bullish, ADX indicates trend strength, and ROC is positive. Momentum is king, and we should not ignore the bullish trend. Speed is key. Let's go Home Run!",95,83.986572265625,125850000.0,81.6236025770886,81.6236025770886,24.127057641145097,1.2246408242236217,100,0.9052192471365113,16.716902388128908,Bullish,Uptrend,-2.8135089036173695
2021-05-10,9101.T,1d,BUY,WIN,"Momentum is King! ROC is a powerful 11.9%, and the Regime is Bullish. Ignore the ADX, this train is leaving the station!",95,949.9924926757812,24241800.0,1067.2623291015625,1067.2623291015625,21.694462920810512,11.913800210630953,100,7.592611139892873,88.18351187703772,Bullish,Uptrend,12.344290858075627
2016-11-16,6367.T,1d,BUY,WIN,Momentum is strong with ROC at 2.9% and ADX indicates a strong trend despite the downtrend slope. Time to buy and ride the wave!,85,9408.5361328125,905900.0,9700.5859375,9700.5859375,27.6328467333515,2.899277306086745,100,4.153440469373774,-12.295478749152867,Bullish,Downtrend,3.1040939904452207
2018-05-11,6254.T,1d,BUY,LOSS,RegimeはBullishであり、ROCが7.3%と高い。Momentum is King。高値掴みを恐れず、爆益を狙う。,85,220.83692932128906,209600.0,214.17387077157596,214.17387077157596,21.480592485655727,7.2906466460740615,100,4.510096313694074,-22.82768777614138,Bullish,Uptrend,-3.017184929255747
2021-03-16,3092.T,1d,BUY,LOSS,"Regime is Bullish and ADX indicates trend strength. Although ROC is negative, it is not Bearish regime. FOMO dictates immediate action to capture potential upside.",70,999.007568359375,1823100.0,927.9690316228028,927.9690316228028,16.54576921232022,-1.1781827086724816,100,-1.5267749465319647,29.24287537218204,Bullish,Uptrend,-7.110910766495547
2022-09-15,4180.T,1d,BUY,LOSS,ROCが15.7%と非常に高く、モメンタムが強い。ADXも35.3とトレンドが強いことを示しており、ブル相場の押し目と判断。強気に攻める。,90,1319.213623046875,841600.0,1285.2596435546875,1285.2596435546875,35.33352513419215,15.67425515752392,100,7.627694513860766,-17.90870074131876,Bullish,Downtrend,-2.5738044922373446
2024-04-18,6902.T,1d,BUY,LOSS,ブルトレンド継続中。ROCがプラスなので勢いがある。ADXはトレンドが強いことを示している。迷わず買いだ！,90,2748.33251953125,3944200.0,2626.8123523796426,2626.8123523796426,18.65398640406526,1.4464529964055783,100,-0.27665026935431536,-7.454421736784067,Bullish,Uptrend,-4.421596232916302
2018-04-09,7013.T,1d,BUY,WIN,"Regime is Bullish and ROC is 7.1%, so Momentum is King. Ignore Overheat. BUY NOW!",95,419.9144592285156,9545200.0,456.3087913923217,456.3087913923217,25.012022362589246,7.065006880759994,100,2.285242687470152,23.682539682539684,Bullish,Uptrend,8.667082393559697
2023-02-01,7013.T,1d,BUY,LOSS,Momentum is King! ROC is positive and the ADX shows trend strength. Ignore the downtrend slope; it's a temporary dip before the rocket takes off. FOMO is kicking in!,85,525.691162109375,6526100.0,500.9143114391913,500.9143114391913,29.17731866470745,3.1662236576743608,100,3.92662153527635,3.727191811303965,Bullish,Downtrend,-4.7131952096673535
2017-10-06,2222.T,1d,BUY,WIN,ブル相場(強気相場)であり、ROCが+9%を超えているため、勢いに乗る。ADXもトレンドの強さを示しており、高値掴みを恐れず買い進む。FOMOこそ最大のリスク。,95,781.8544921875,514500.0,841.9765834835675,841.9765834835675,49.740736305459485,9.281022734717936,100,7.478655231369201,-32.48031496062992,Bullish,Uptrend,7.689677797700674
2023-10-18,6315.T,1d,BUY,LOSS,ROCが34.0%と非常に高い！Momentum is Kingだ！ADXも59.0でトレンドは最強。高値掴みを恐れず、今こそ全力で買いだ！爆益を掴み取るぞ！,95,1856.3341064453125,9192900.0,1668.6859942900014,1668.6859942900014,59.000628377705915,33.96449058818409,100,22.784835247995186,8.23708099325351,Bullish,Uptrend,-10.108531190790746
2021-03-10,6758.T,1d,BUY,WIN,"Regime is Bullish and ADX shows trend strength. Ignore ROC, speed is key. BUY NOW!",70,2133.95947265625,29155000.0,2366.066162109375,2366.066162109375,37.208832333809816,-2.8697798898271176,100,-4.669224468699624,-4.150571217226928,Bullish,Uptrend,10.876808694225563
2018-05-18,4543.T,1d,BUY,LOSS,ブルトレンド、強いモメンタム(ROC 6.2%)、ADXもトレンドの強さを示している。高値掴みを恐れず、スピード重視でエントリー！,95,1521.001953125,4204000.0,1463.5047440678372,1463.5047440678372,28.274901379155132,6.209145117701187,100,5.556910046193149,-9.831846259437205,Bullish,Uptrend,-3.7802192784191306
2022-04-14,2222.T,1d,BUY,WIN,"Momentum is positive (ROC 3.4%) and ADX indicates trend strength, despite the overall downtrend. Buy for a potential rebound!",75,1301.8785400390625,367500.0,1367.552001953125,1367.552001953125,28.985730435976688,3.3742294419802032,80,0.10224574824115903,-58.61486486486487,Recovery,Downtrend,5.044515282669303
2017-12-20,6890.T,1d,BUY,WIN,"Momentum is strong (ROC 11.4%), and the trend is bullish. ADX confirms trend strength. Buy now before it's too late!",95,1839.29443359375,533500.0,2076.9625471517534,2076.9625471517534,28.412715521502662,11.396001306809843,100,3.285305846939915,8.966503267973858,Bullish,Uptrend,12.921700257289952
2024-06-12,6758.T,1d,BUY,LOSS,ブルトレンド継続。ROCも高く、勢いは止まらない。迷わず買い！,85,2597.33837890625,14668500.0,2497.533343151551,2497.533343151551,15.607525435757234,4.881955404531602,100,0.5710483555187629,23.905055539130803,Bullish,Uptrend,-3.8425888811887243
2024-03-25,6902.T,1d,BUY,LOSS,ブルトレンド、ADXはトレンドの強さを示し、ROCは勢いがある。迷わず買いだ！,95,2753.012939453125,4804600.0,2723.960205078125,2723.960205078125,26.783681076829783,4.713934657546304,100,4.759916233597881,-39.29983702449687,Bullish,Uptrend,-1.0553068588472094
2023-07-19,6315.T,1d,BUY,LOSS,"Market is Bullish, and even though ROC is negative, it's just a minor setback. We need to buy the dip before the rocket takes off. Momentum will catch up, so buy NOW!",60,824.19921875,563100.0,777.205198562744,777.205198562744,16.37741672874265,-2.6346376255670934,100,-0.3142213311332842,-20.127659574468083,Bullish,Uptrend,-5.701779268673439
2022-03-04,9107.T,1d,BUY,LOSS,ROCが+10%を超えているので、ベアリッシュ市場でもリバウンドを狙います。リスクを取って大きな利益を狙います。,95,678.7066650390625,144421200.0,606.1013525562113,606.1013525562113,24.924369088883008,13.527858554015548,20,13.616402829124583,119.20360631104434,Bearish,Downtrend,-10.697598273721457
2018-01-19,9101.T,1d,BUY,LOSS,"Bullish regime, strong trend strength (ADX 53.1), and positive momentum (ROC 0.2%). Momentum is king! Ignore overheat, buy now!",95,572.996337890625,4299600.0,549.4765654814285,549.4765654814285,53.13301587268939,0.1715127501387581,100,1.4642363899088886,-33.71872543125376,Bullish,Uptrend,-4.104698556325863
2016-10-05,2768.T,1d,BUY,LOSS,"Momentum is strong (ROC 6.4%). Trend is bullish, though downtrend now. But this is opportunity to buy the dip. FOMO is biggest risk.",85,899.4246826171875,2201880.0,892.6366577148438,892.6366577148438,16.231361151560588,6.386108864278173,100,4.3911485379489825,101.75930507449556,Bullish,Downtrend,-0.7547074294861068
2023-06-16,5713.T,1d,BUY,LOSS,"Momentum is King! ROC is high (12.9%) and the Regime is Bullish. Ignore the ADX, the trend is strong. Buy now, FOMO is the enemy!",95,4668.35498046875,3481200.0,4465.855338562555,4465.855338562555,36.68560714875907,12.920069834576342,100,9.826843803651453,97.79545454545455,Bullish,Uptrend,-4.337708737947396
2024-12-11,5253.T,1d,BUY,WIN,ブルトレンド継続、ROCもプラス。ADXも高いのでトレンドは強い。迷わず買い。,95,2698.0,5824100.0,2750.0,2750.0,37.40754292353661,2.6636225266362334,100,5.900218734468422,-1.7841784853032894,Bullish,Uptrend,1.927353595255745
2024-03-04,6526.T,1d,BUY,LOSS,"Regime is Bullish and ADX is high, indicating a strong trend. ROC is negative but small, suggesting a minor pullback. According to Doctrine 2, Ignore Overheat and follow the trend. Speed is key, BUY!",75,3840.015625,18936500.0,3463.9139522334794,3463.9139522334794,41.647403810013074,-0.4752335338904734,100,3.5023430005408493,14.232198441232535,Bullish,Uptrend,-9.794274541956337
2019-04-23,6702.T,1d,BUY,LOSS,"Momentum is positive at 1.5%, and the regime is Bullish, indicating potential for further gains. According to the Doctrine, it's time to BUY without hesitation!",80,736.6594848632812,4956000.0,714.162113041346,714.162113041346,17.981418575175116,1.4688969245819194,100,0.5366200558544082,32.90426387771521,Bullish,Downtrend,-3.053971649616465
2024-07-26,7013.T,1d,BUY,LOSS,Bullish regime and strong trend (ADX > 50). Momentum is temporarily negative (ROC) but likely to bounce back. Buy the dip!,75,724.935791015625,30673300.0,658.9705097900337,658.9705097900337,58.095220328833314,-6.230703133067495,100,-5.331038596401303,-6.0786625227735485,Bullish,Uptrend,-9.099465365501523
2019-11-21,6702.T,1d,BUY,WIN,"Bullish regime, strong trend (ADX 53.7), and positive momentum (ROC 5.9%). Momentum is king! Ignoring the potential overheat and buying for a home run.",95,929.1370239257812,11750000.0,952.3306884765625,952.3306884765625,53.65850890495418,5.889179111251797,100,5.74425745168598,-1.7147636971978297,Bullish,Uptrend,2.4962587813779704
2016-08-18,5401.T,1d,BUY,LOSS,ROCが+10%を超えているため、ベア相場でもリバウンドを狙う絶好のチャンス。ADXもトレンドの強さを示しており、モメンタムに乗るべき。迷わず買い。,95,267.8833923339844,24508500.0,259.7225646972656,259.7225646972656,24.266603627003956,13.098161904253903,20,3.7828990763279524,-29.138536712301043,Bearish,Downtrend,-3.0464104421016946
2025-06-26,6857.T,1d,BUY,WIN,"ROC 28.9% is extremely high. This is a momentum play. The uptrend is strong, ADX is high, confirming the trend's power. Buy now!",95,10678.5556640625,18215700.0,11471.9619140625,11471.9619140625,79.57873283667922,28.86908690298626,100,20.234022882993855,10.115219073411353,Bullish,Uptrend,7.429902272927426
2019-10-23,7011.T,1d,BUY,LOSS,Regime is Bullish and ROC is positive. Momentum is King! High ROC indicates strong upward momentum.,85,384.01593017578125,8551000.0,371.8929261733131,371.8929261733131,12.122278784188797,4.345751566998057,100,2.2209313048536248,8.985470303339271,Bullish,Uptrend,-3.1569013287857306
2020-12-08,9101.T,1d,BUY,LOSS,ブルトレンド、強い勢い(ROC 11.2%)、そしてADXも高い。これは絶好の買いチャンスだ！迷わず買いだ！,95,501.2284851074219,3797700.0,474.0487953794401,474.0487953794401,53.74008227746693,11.162568197183532,100,7.830705411531117,-31.047442671169456,Bullish,Uptrend,-5.422614742687001
2025-03-27,6203.T,1d,BUY,LOSS,"Momentum is strong (ROC 8.3%), even though the regime is Downtrend. According to my doctrine, this is a great opportunity to catch a falling knife. ADX also shows the trend has good strength.",95,1293.0,147600.0,1168.4972338015336,1168.4972338015336,50.541983087311415,8.333334185633156,80,3.759273933535752,-30.47574187470561,Recovery,Downtrend,-9.628984238087114
2024-03-04,7012.T,1d,BUY,WIN,ブルトレンド、高ADX、ROC 11.3%！まさに「買い」のサイン。迷うな、買え！ホームランを狙うぞ！,95,4070.7509765625,1460000.0,4564.242265991003,4564.242265991003,52.70698595086103,11.304820330700993,100,11.635367510708395,1.4381991245744352,Bullish,Uptrend,12.122856256002812
2025-05-14,5032.T,1d,BUY,WIN,"Bullish regime and ADX indicates a strong trend. Momentum (ROC) is positive, so ignore the slight downtrend and buy!",75,3668.58203125,781300.0,4094.99131876783,4094.99131876783,48.183125040710934,0.3398993429983843,100,1.6004878332805026,44.84612532443455,Bullish,Downtrend,11.62327253106397
2021-01-12,3993.T,1d,BUY,WIN,ブルトレンド、ADXも高くトレンド強し、ROCも14%と高水準。Momentum is King！迷わず買いだ！,95,2628.0,527700.0,3184.857142857143,3184.857142857143,28.956252779863572,14.013015184381782,100,6.147977623524925,19.87732848705135,Bullish,Uptrend,21.189388997608187
2020-05-11,4661.T,1d,BUY,WIN,"Momentum is positive (ROC 1.3%). Ignore the downtrend in Recovery Regime, seize the opportunity for potential gains. Speed is key to avoid FOMO.",75,2817.446533203125,7983000.0,3116.779112706831,3116.779112706831,11.669207838651081,1.2765915247627158,80,1.9177968345950882,37.03544760106428,Recovery,Downtrend,10.624250574984213
2023-06-07,7267.T,1d,BUY,WIN,"Momentum is strong (ROC 5.1%), trend is bullish and powerful (ADX 70.7). Ignoring any potential overheat and riding the wave. FOMO is real!",95,1250.250244140625,19002600.0,1356.787854734853,1356.787854734853,70.709466905917,5.128839680739161,100,5.431200663244143,31.09400223519185,Bullish,Uptrend,8.521302922636735
2016-12-06,6301.T,1d,BUY,LOSS,"Regime is Bullish, ADX indicates a strong trend, and ROC confirms momentum. No time to hesitate!",90,1959.254638671875,4916100.0,1953.042724609375,1953.042724609375,33.38602298934727,6.452281925127701,100,6.70489724649512,12.316655243317332,Bullish,Uptrend,-0.3170549626316509
2021-11-01,4483.T,1d,BUY,LOSS,ブルトレンド、高ADX、高ROC。今こそ買いだ！勢いに乗れ！,95,8622.251953125,137900.0,8020.4700924667,8020.4700924667,38.532008185751764,12.195120091614564,100,12.54877280778535,-39.49100482667836,Bullish,Uptrend,-6.979404730108742
2016-07-21,6723.T,1d,BUY,WIN,ROCが14.0%と高い！Recovery Downtrendだが、これは絶好のリバウンドチャンス！ADXも30.9とトレンドが強いことを示している。迷わず買いだ！,95,587.208251953125,1042600.0,598.9133911132812,598.9133911132812,30.929960285763794,14.015141863870184,80,4.273483770402463,13.215332826582692,Recovery,Downtrend,1.9933539968526592
2023-04-14,6758.T,1d,BUY,WIN,ブルトレンド継続中。ROCもプラスであり、勢いがある。高値掴みを恐れず、トレンドに乗る！,80,2384.24267578125,18474000.0,2550.0930744694274,2550.0930744694274,17.911909744241566,1.0429635423699013,100,3.4135801799605314,46.61904761904763,Bullish,Uptrend,6.956103939119068
2019-11-06,6146.T,1d,BUY,LOSS,"Momentum is strong (ROC 8.9%) and trend is bullish (ADX 33.7). Ignore any hesitation, buy now!",95,7090.365234375,865500.0,7027.32666015625,7027.32666015625,33.73284791931155,8.948337227024595,100,2.8371794024384966,-32.45141653008663,Bullish,Uptrend,-0.8890737237784438
2025-06-03,6228.T,1d,BUY,LOSS,ROCが+10%を超えている！落ちるナイフを掴んでリバウンドを狙う絶好のチャンスだ！ADXも25とトレンドも強い！今すぐ買うしかない！,95,955.0,135300.0,889.4285714285714,889.4285714285714,25.043611276491863,17.177914110429437,80,15.241414691598326,157.22433460076047,Recovery,Downtrend,-6.866118175018697
2023-10-16,9432.T,1d,BUY,WIN,"Regime is Bullish, ADX indicates strong trend. Even though ROC is negative, V15 is not afraid of risks. Speed is key, BUY NOW to avoid FOMO.",70,161.2264404296875,149271500.0,163.6607666015625,163.6607666015625,31.11151446805835,-2.4915191046241625,100,-2.4785610838359724,12.62857992232953,Bullish,Uptrend,1.509880243828018
2019-07-23,7735.T,1d,BUY,LOSS,"Regime is Bullish and ROC is a monstrous 14%. Downtrend? Irrelevant. ADX at 57.6? That's peak trend strength! Momentum is king, and this train is leaving the station! CHOO CHOO!",95,2508.719482421875,2362400.0,2341.785875494409,2341.785875494409,57.569712393658406,13.99998846211792,100,14.364186454179878,-2.4688299892659527,Bullish,Downtrend,-6.654136028246213
2016-12-20,4543.T,1d,BUY,LOSS,"ROC is screaming BUY! Trend is our friend! High ROC and Bullish regime, let's ride this rocket!",95,992.8369750976562,6243200.0,958.4480193589822,958.4480193589822,20.671453469282884,9.669212636960612,100,5.925405870214765,69.92923244420251,Bullish,Uptrend,-3.4637061875431843
2025-07-03,6526.T,1d,BUY,WIN,ブルトレンド継続、ROCも高く勢いがある。ADXも高水準でトレンドが強いことを示しているため、躊躇なく買いで攻める！爆益を狙う！,95,2733.514892578125,18255600.0,2760.770751953125,2760.770751953125,56.64864305236604,3.2378761749654483,100,4.608148272402998,-15.9301490227863,Bullish,Uptrend,0.9970993554490399
2019-11-13,7012.T,1d,BUY,LOSS,Bullish RegimeかつADXが高い。これはトレンドが強く、上昇が続く可能性が高い。ROCがマイナスだが、今は小さな調整と見て、今すぐ買いを入れる。FOMOこそ最大のリスクだ。,70,2366.353271484375,537100.0,2265.5380667413997,2265.5380667413997,40.45577279727995,-2.262449872435568,100,0.9494706021604,-41.93513513513514,Bullish,Uptrend,-4.2603615427097905
2025-04-30,8002.T,1d,BUY,WIN,"ROC is 13.2% which is greater than 10%. The market regime is Recovery, therefore there is a great opportunity to buy for a rebound. ADX of 32.9 indicates trend strength - let's not miss this opportunity.",95,2494.049072265625,6521200.0,2763.664578831304,2763.664578831304,32.93385769539101,13.236284560725519,80,12.158090201659528,36.23866627668908,Recovery,Downtrend,10.810352914217399
2022-11-09,1605.T,1d,BUY,LOSS,"Bullish regime, strong ADX, and ROC indicates strong momentum. FOMO!",90,1402.738525390625,13338500.0,1344.6049397952895,1344.6049397952895,34.140781826569366,6.117021669557721,100,4.687552559908166,16.344082269924208,Bullish,Downtrend,-4.144292364048877
2016-10-12,3436.T,1d,BUY,WIN,ROCが13.2%と非常に高く、ドクトリン1に従い、高値掴みを恐れずエントリーします。ADXも36.9と高く、トレンドが強い証拠です(ドクトリン2)。レジームはブルですが、ダウンエンドなので反発を狙います(ドクトリン3),95,745.273193359375,5755900.0,872.5689735547994,872.5689735547994,36.926682364282854,13.242562871337071,100,7.339490179845945,-15.411633306880635,Bullish,Downtrend,17.080418473342522
2022-07-22,8035.T,1d,BUY,WIN,Regime is Bullish and ROC is 5.7%. Momentum is King! BUY!,85,13796.55859375,3467700.0,13924.5869140625,13924.5869140625,37.28474530389045,5.698276273559522,100,2.8168751706362767,-28.3118332919871,Bullish,Downtrend,0.9279728668749198
2022-07-27,6702.T,1d,BUY,LOSS,"Regime is Bullish, ROC is positive at 5.7%, and ADX is high at 55.4, indicating a strong trend. Momentum is King! Time to go long and catch some gains! FOMO is real, BUY NOW!",90,1807.4151611328125,4409000.0,1731.0657190064053,1731.0657190064053,55.357511286327416,5.730327394335144,100,4.834328905517983,-7.934850699519735,Bullish,Downtrend,-4.224233799087674
2020-05-15,8035.T,1d,BUY,WIN,ROCがプラスであり、回復期であるため、トレンドに乗る。Speed is Key! 機会損失を避ける！,70,6567.525390625,4403400.0,6754.12744140625,6754.12744140625,13.191638663818894,2.924381682765631,80,0.4438920240567028,7.311010381634753,Recovery,Downtrend,2.8412840405249193
2017-07-05,7012.T,1d,BUY,WIN,Regime is Bullish and ROC is 6.6%. Momentum is King! ADX at 27.8 indicates trend strength. Time to buy and ride the wave!,95,2929.2802734375,851700.0,3104.568436500196,3104.568436500196,27.763430695100222,6.6037593355672275,100,4.669697576879589,-52.299075889106696,Bullish,Uptrend,5.984001075356171
2020-02-18,7532.T,1d,BUY,LOSS,"Regime is Bullish, ADX is strong, and ROC is extremely high. FOMO is kicking in. Time to buy and chase the momentum!",95,368.1642150878906,6909500.0,343.3847563875151,343.3847563875151,45.1091754051513,10.13746270742859,100,2.4340483830292032,-13.317024212771301,Bullish,Uptrend,-6.730545143954311
2025-05-15,8058.T,1d,BUY,LOSS,ROCがプラスでモメンタムがある。ADXも高くトレンドが強い。今はRecovery Downtrend Regimeだが、勢いを重視して買いで入る。FOMOこそ最大のリスク。,95,2817.93994140625,8864100.0,2813.508544921875,2813.508544921875,39.24161474842516,5.609887230208188,80,7.1847565142565335,-17.741441550125746,Recovery,Downtrend,-0.15725659795870522
2017-12-28,2222.T,1d,BUY,WIN,ブル相場だ！ADXも63.2とトレンドが非常に強い！ROCも4.0%あり、勢いが止まらない！躊躇している暇はない！今すぐ買って爆益を掴む！,95,1170.911376953125,535500.0,1215.8026123046875,1215.8026123046875,63.23050166550937,3.9866943600091798,100,4.854569427564303,10.07194244604317,Bullish,Uptrend,3.8338713104296387
2021-08-27,4568.T,1d,BUY,WIN,ROCが+10%を超えている！Bearish Marketだが、絶好のリバウンドチャンスだ！ADXも高く、トレンドが強い証拠！躊躇している暇はない！買いだ！,95,2425.230224609375,5050000.0,2798.7801195015613,2798.7801195015613,40.48365509464097,11.386896933506897,20,9.389319539415094,-21.762436674051465,Bearish,Uptrend,15.402657079797565
