Date,Ticker,Timeframe,Action,Confidence,stop_loss_price,stop_loss_reason,Reason,Price,sma25_dev,trend_momentum,macd_power,entry_volatility,result,profit_loss
2024-07-26,4503.T,1d,SELL,0,0.0,Legacy Data,現在のSMA乖離率(3.99%)とトレンドの勢い(3.73)が、失敗事例(9202.T)の数値と極めて酷似しています。ゴールデンクロス後の急騰により短期的な過熱感は明らかであり、失敗事例の教訓から高値掴み後の反落リスクを最優先で警戒すべき局面と判断しました。,0.0,3.992222319791328,3.7300167501537103,4.13257023534316,0.0,LOSS,52.1773681640625
2024-05-22,9501.T,1d,BUY,0,0.0,Legacy Data,長期75日移動平均線が上向きで上昇トレンドが継続している中、MACDがマイナス圏でゴールデンクロスを形成。これは成功事例(2024-04-19)と同様、短期的な底打ちからの反発を示唆する買いシグナルと判断した。,0.0,0.1703634236166706,-3.0265237240343272,0.8044077967099588,0.0,LOSS,-61.5
2024-02-06,6503.T,1d,SELL,0,0.0,Legacy Data,高値圏からの調整局面で、株価は短期移動平均線(SMA25)を割り込んでいる。下段のMACDもデッドクロスを形成しており、短期的な下落トレンドへの転換を示唆。成功事例(2023-10-16)とも状況が酷似しており、本格的な下落の初動と判断し、売りが優位と考える。,0.0,-2.418145384341819,2.745059805344195,-47.99250320889881,0.0,LOSS,47.7052001953125
2025-10-22,9501.T,1d,SELL,0,0.0,Legacy Data,現在のSMA乖離率(7.89%)と、特にMACD強度(70.90)が、勝ち事例(6146.T)の極端な買われすぎ状態に酷似している。これは短期的な過熱感と急反落リスクの増大を示唆するため、過去の教訓に基づき売りと判断。,0.0,7.894040683745951,2.2702421575670635,70.8981040420345,0.0,WIN,-77.0999755859375
2025-07-23,6857.T,1d,SELL,0,0.0,Legacy Data,株価が急騰しSMA25乖離率が6.09%と高く、トレンドの勢いも9.41と過熱感が強い。過去の失敗事例(7011.T等)と酷似しており、急騰後の反落リスクが非常に高い。下段のMACDもデッドクロスを形成し、上昇モメンタムの低下を示唆しているため、利益確定または逆張りの売りを推奨する。,0.0,6.085062853951184,9.408588915806144,-73.26580349073502,0.0,WIN,-1162.6650390625
2024-07-10,6723.T,1d,SELL,0,0.0,Legacy Data,現在のSMA乖離率(6.34%)とMACD強度(48.85)は、唯一の成功事例(9501.T)が示す極端な買われすぎの状態に酷似。チャートも垂直的な急騰を示しており、短期的な過熱感からの反落リスクが極めて高いと判断。,0.0,6.3424372241689175,4.323109866192461,48.84563278172205,0.0,WIN,-277.116455078125
2024-04-08,9202.T,1d,BUY,0,0.0,Legacy Data,成功事例(2024-04-19)と状況が酷似。長期的な上昇トレンドを示す75日移動平均線付近まで下落後、MACDがマイナス圏でゴールデンクロスを形成。短期的な底打ちとトレンド転換を示唆しており、買いが優位と判断。,0.0,-1.3903731466760272,-1.3710565397477603,-29.32507227232428,0.0,DRAW,12.731201171875
2025-01-07,7741.T,1d,BUY,0,0.0,Legacy Data,下段MACDがゼロライン下でゴールデンクロスを形成し、短期的な下落トレンドからの転換を示唆。これは反発を捉えて成功した過去事例(2024-04-19)と酷似しており、上昇の初動と判断できるため買いが優位と判断。,0.0,1.276538972746888,0.7538960373713762,2.1801666860214626,0.0,DRAW,103.6796875
2025-02-25,4519.T,1d,SELL,0,0.0,Legacy Data,現在のSMA乖離率(14.00%)と、特にMACD強度(121.99)は、反落に成功した過去の勝ち事例(6146.T等)の数値を大幅に上回る。これは極端な買われすぎを示唆しており、過去の教訓に基づき急激な反落リスクが非常に高いと判断。,0.0,13.998679867097753,4.290872249923527,121.99473673144072,0.0,WIN,-431.763671875
2024-07-23,9020.T,1d,SELL,0,0.0,Legacy Data,現在のSMA乖離率(5.58%)と特にMACD強度(76.27)は、成功事例(9501.T)が示す極端な買われすぎの状態に酷似。チャートも垂直的な急騰で過熱感は明白であり、成功事例の教訓に基づき短期的な反落リスクを警戒すべき局面と判断したため。,0.0,5.576589323938008,2.0644219708662157,76.26561775648781,0.0,DRAW,-22.330322265625
2025-05-19,9684.T,1d,SELL,0,0.0,Legacy Data,"現在のSMA乖離率(12.76%)とトレンドの勢い(9.06)は、極度の過熱状態を示唆。これは、過熱からの反落を狙い成功した過去の勝ち事例(6146.T, 4519.T)の状況に酷似している。チャートも垂直的な急騰を見せており、短期的な反落リスクが極めて高いと判断するため、売りを推奨する。",0.0,12.759414407943323,9.060597414809216,80.23858927995921,0.0,DRAW,46.4052734375
2023-12-01,9107.T,1d,SELL,0,0.0,Legacy Data,現在のMACD強度(115.51)が、反落予測で成功したWIN事例(4519.T: 122.0)に極めて酷似している。またSMA乖離率(6.44%)も他の成功事例が示す過熱水準にあり、短期的な急反落リスクが非常に高いと判断されるため。,0.0,6.44035111406156,0.3327047385026181,115.5118442553451,0.0,WIN,-84.10595703125
2024-04-15,8801.T,1d,SELL,0,0.0,Legacy Data,現在のSMA乖離率(7.48%)とトレンドの勢い(5.45)は極めて高く、短期的な過熱感を示唆。特に成功事例(6857.T)と、高い乖離率およびマイナスのMACD強度という状況が酷似しており、急騰後の反落リスクが非常に高いと判断。,0.0,7.476373648825985,5.448504467818507,-21.752014245417687,0.0,WIN,-89.0677490234375
2024-10-31,4503.T,1d,SELL,0,0.0,Legacy Data,"現在のSMA乖離率(3.25%)とMACD強度(19.79)が、失敗事例である9202.T(乖離:3.1%, MACD:19.3)の数値と極めて酷似している。同事例では強い上昇トレンドにもかかわらず高値掴みで損失となったため、短期的な過熱感からの反落を警戒し「SELL」と判断する。",0.0,3.246617681982822,1.7421843646668274,19.79375499833965,0.0,WIN,-76.178955078125
2025-05-08,7013.T,1d,SELL,0,0.0,Legacy Data,現在のSMA乖離率(17.15%)とMACD強度(128.52)が、反落予測で成功した全ての過去WIN事例の数値を大幅に上回るため。これは極端な買われすぎを示唆し、過去の教訓に基づき急激な反落リスクが極めて高いと判断した。,0.0,17.150303032108294,2.349475692722745,128.52217076363397,0.0,LOSS,108.8485107421875
2025-11-17,4502.T,1d,BUY,0,0.0,Legacy Data,チャート下段のMACDがゼロライン下でゴールデンクロスし、急角度で上昇。これは下落トレンドからの転換を示唆した過去事例(7741.T)の教訓と酷似しており、強い上昇の初動と判断できるため買いが優位である。,0.0,2.7429452350961725,0.1061299176578092,57.04812976047105,0.0,DRAW,86.0
2024-08-30,6723.T,1d,SELL,0,0.0,Legacy Data,現在のSMA乖離率(6.05%)とMACD強度(158.43)は、反落予測で成功したWIN事例(9107.T)が示す極端な過熱水準に酷似している。急激な反発は短期的なものであり、主要な下落トレンドへの回帰と反落の可能性が極めて高いと判断。,0.0,6.047310686422658,-7.801114541157004,158.43390452425106,0.0,WIN,-352.55908203125
2025-02-17,6981.T,1d,SELL,0,0.0,Legacy Data,"現在のSMA乖離率(9.14%)とMACD強度(111.72)は、反落予測で成功した複数の過去WIN事例(9107.T, 4519.T等)が示す極端な買われすぎの状態に酷似。チャートの垂直的な急騰も短期的な過熱感と反落リスクを示唆するため。",0.0,9.144470669190708,1.7853773242036943,111.7152523819347,0.0,DRAW,-49.849609375
2025-09-03,6503.T,1d,SELL,0,0.0,Legacy Data,高値圏からSMA25を割り込み、MACDもデッドクロスし強い下落を示唆。特に失敗事例(2024-09-13)とMACD強度が-120台と酷似しており、本格的な下落トレンドへの転換と判断。安易な逆張り買いは危険と考える。,0.0,-3.148106971261566,2.763386092938202,-121.97335710046836,0.0,LOSS,208.6240234375
2025-07-18,8591.T,1d,BUY,0,0.0,Legacy Data,"現在の乖離率(3.23%)とトレンドの勢い(2.39)が、引き分け事例(4901.T)の数値(乖離:3.3%, 勢い:2.5)に極めて酷似。同事例の教訓では上昇トレンド継続を前提とした押し目買いが有効とされており、急騰を伴う失敗事例ほどの過熱感はないため、トレンドフォローの買い判断が妥当と考える。",0.0,3.2315379779727094,2.389641846146448,-10.715065821916305,0.0,DRAW,54.67431640625
2024-06-20,3092.T,1d,SELL,0,0.0,Legacy Data,現在のSMA乖離率(5.17%)とトレンドの勢い(3.88)は、短期的な過熱感が敗因となった失敗事例(4503.T)と酷似。チャートも垂直的な急騰を示しており、反落リスクが極めて高い。成功事例(6723.T)も同様の局面での売りを示唆しており、逆張りでの売りが有効と判断。,0.0,5.169989698711075,3.882321614036018,13.44016303333395,0.0,LOSS,42.7528076171875
2024-11-07,8411.T,1d,SELL,0,0.0,Legacy Data,現在のSMA乖離率(10.16%)とMACD強度(73.14)は、反落予測で成功したWIN事例(9501.T等)の極端な過熱状態に酷似。チャートの垂直的な急騰も短期的な反落リスクの増大を示唆するため、売りが妥当と判断。,0.0,10.158730249596948,5.175546449832325,73.13974181389385,0.0,LOSS,76.550537109375
2025-05-15,7203.T,1d,BUY,0,0.0,Legacy Data,V字回復からゴールデンクロスを形成し、MACDも極めて強く明確な上昇トレンドを示唆。類似の失敗事例は高いSMA乖離率による過熱感が敗因だが、現在の乖離率は低く、まだ上昇余地があると判断。トレンドフォローの観点から買いが有効と結論付けた。,0.0,1.8475914913139933,3.765149374206314,34.164134687188145,0.0,DRAW,-36.439208984375
2024-03-04,1925.T,1d,BUY,0,0.0,Legacy Data,長期的な上昇トレンドを示す75日移動平均線が支持線として機能し、MACDがマイナス圏でゴールデンクロスを形成。これは成功事例(2024-04-19)と酷似しており、短期的な下落からの転換、押し目買いの好機と判断。,0.0,-0.9057434846754364,-1.7857497890358636,-0.9084064618034396,0.0,DRAW,-78.01220703125
2024-10-03,8002.T,1d,SELL,0,0.0,Legacy Data,現在のMACD強度(127.87)が、反落予測で成功したWIN事例(9107.T: 115.5)と酷似。SMA乖離率(5.08%)も短期的な過熱感を示しており、過去の教訓に基づき調整による反落を予測するため。,0.0,5.081287017776059,0.0483297897021233,127.87304299925714,0.0,DRAW,5.80419921875
2025-07-11,7012.T,1d,SELL,0,0.0,Legacy Data,"失敗事例(2024-09-13, 2025-09-03)とMACD強度(-132.43)が極めて酷似。これは短期的な売られ過ぎによる反発よりも、本格的な下降トレンドが継続していることを強く示唆するため、安易な逆張り買いは危険と判断。",0.0,-5.398488029709658,-2.146419609538418,-132.42723429167674,0.0,DRAW,135.943359375
2024-04-18,1925.T,1d,SELL,0,0.0,Legacy Data,成功事例(2023-10-16)と同様に、高値圏でダブルトップを形成後、株価が短期移動平均線(SMA25)を下抜け、MACDも0ライン以下で強い売りシグナルが点灯。本格的な下落トレンドへの転換局面と判断するため。,0.0,-2.2629896925532638,0.853100825540432,-51.53774576576088,0.0,DRAW,-22.9580078125
